Player,Nation,Position,Team,Age,Weekly,Annual
Trent Alexander-Arnold,ENG,DF,Liverpool,24.662646591035912,230897.20815545938,11372750.760537595
Manuel Akanji,SUI,DF,Manchester City,26.33387102161603,213912.4187988438,10296324.237295762
Rúben Dias,POR,DF,Manchester City,25.049613961362425,233371.97974355728,11550005.96333468
Enzo Fernández,ARG,MF,Chelsea,25.07448623996086,206921.65391339292,11003762.024959818
Kyle Walker,ENG,DF,Manchester City,30.681784630963453,198970.44464791805,11860818.74515466
Marc Cucurella,ESP,DF,Chelsea,28.319721867303,206564.42843690392,10784305.965577453
James Maddison,ENG,MF,Tottenham,24.59381541140864,225318.549095192,10367557.84631556
Cristian Romero,ARG,DF,Tottenham,28.348630040566704,201926.9496970539,10734579.748000622
Timo Werner,GER,"FW,MF",Tottenham,26.5925779316923,216895.3968411479,11192674.131510528
Andrew Robertson,SCO,DF,Liverpool,28.5798541191176,214818.71613091527,10653339.125545556
Bruno Guimarães,BRA,MF,Newcastle Utd,25.73351654794298,191298.68005105667,9703154.246293774
Nathan Aké,NED,DF,Manchester City,31.597363351379098,200484.9031142968,11038747.921228062
Pedro Neto,POR,FW,Chelsea,26.2934452461102,196124.65514296692,10858722.929719724
Kalvin Phillips,ENG,MF,Ipswich Town,29.16969972343021,207304.18332384652,11255295.361266611
Ben White,ENG,DF,Arsenal,27.245414969830673,191291.93147705548,10466363.272481225
Oleksandr Zinchenko,UKR,"DF,MF",Arsenal,28.422439381467314,193170.09621535012,9573762.10306264
Christian Eriksen,DEN,MF,Manchester Utd,31.286369897609518,167273.8864887461,9793826.857275365
Jadon Sancho,ENG,LW,Manchester Utd,26.331381623054348,166979.53856870136,9915848.014212828
Luke Shaw,ENG,DF,Manchester Utd,30.887747460300528,200933.55377262563,10010086.812925804
Jarrod Bowen,ENG,"FW,MF",West Ham,27.369148356089735,176073.45034550794,10157311.80398902
Lucas Paquetá,BRA,"MF,FW",West Ham,24.02483966025348,168372.0469012201,8591572.931151414
Alexis Mac Allister,ARG,MF,Liverpool,26.05590548677777,195287.1247489336,9034316.248491991
Alisson,BRA,GK,Liverpool,30.543321893972667,191542.79185739293,9299809.593189497
Federico Chiesa,ITA,FW,Liverpool,26.98417455878974,198882.48479656893,9684385.024272023
Ryan Gravenberch,NED,MF,Liverpool,20.293542235031993,188185.43114766444,9803131.412857981
Boubacar Kamara,FRA,MF,Aston Villa,23.678075037103014,185518.65800419776,9999278.495291727
Emiliano Martínez,ARG,GK,Aston Villa,29.25709430307594,183272.950567015,8675076.68970361
Youri Tielemans,BEL,MF,Aston Villa,25.955305007965173,198740.8650315404,10453488.198663505
Anthony Gordon,ENG,"FW,MF",Newcastle Utd,20.84637932156721,192426.41289527182,10201842.237957882
Joelinton,BRA,"MF,FW",Newcastle Utd,27.98176637773464,200686.48032675163,8870555.372872954
Lloyd Kelly,ENG,DF,Newcastle Utd,24.002231584375696,198701.56553348553,9034222.421597902
Mateo Kovačić,CRO,MF,Manchester City,29.695096464509575,192553.4230224718,9446253.194634099
Moisés Caicedo,ECU,"MF,DF",Chelsea,20.865481566813468,173433.18403737384,9485320.62538405
Donyell Malen,NED,FW,Aston Villa,26.666119572629874,170100.6178949768,9404016.55874816
Darwin Núñez,URU,FW,Liverpool,22.616343786226007,170060.1101935664,9717556.496465059
Diogo Jota,POR,FW,Liverpool,25.35467090719988,154918.597149626,8196542.709188912
Amadou Onana,BEL,MF,Aston Villa,22.00073362809905,160292.4853151091,8797884.481190886
Jamie Vardy,ENG,FW,Leicester City,35.80718933462178,176289.51707934035,8611679.913834564
Noussair Mazraoui,MAR,DF,Manchester Utd,28.233914075923103,148498.6816456453,8586805.490023788
Mikel Merino,ESP,"MF,FW",Arsenal,26.033841480313804,164818.12542574946,8814494.999066912
Ollie Watkins,ENG,FW,Aston Villa,29.555321687963637,172204.33455289423,8592930.647965198
Matheus Nunes,POR,"DF,MF",Manchester City,23.445083860913403,152427.83301953983,7853745.752363848
Cole Palmer,ENG,MF,Chelsea,21.25565700707159,147202.4511259777,7706473.98877876
João Félix,POR,"FW,MF",Chelsea,24.74708697040165,164781.92478934146,7977898.216321881
Abdoulaye Doucouré,MLI,MF,Everton,31.450966319490046,149852.59436900658,7771217.802136554
Bernd Leno,GER,GK,Fulham,30.556900185490232,170778.9682877297,8672045.313845938
Danny Ings,ENG,"FW,MF",West Ham,30.78533360088018,148501.75287904733,8423038.908770237
Jordan Pickford,ENG,GK,Everton,27.74735514657516,159412.80985422272,8408950.658826465
Riccardo Calafiori,ITA,DF,Arsenal,21.02385450193591,157419.20260141834,8062143.25225663
André Onana,CMR,GK,Manchester Utd,27.098199866404133,143368.70157978337,7074206.781185021
Lisandro Martínez,ARG,DF,Manchester Utd,26.59050146519452,152210.58888113205,8224554.413739051
Manuel Ugarte,,DM,Manchester Utd,22.013080663647766,140417.84499716893,7097364.720614411
Victor Lindelöf,SWE,DF,Manchester Utd,27.524763439250616,159813.52040629194,7079253.596704295
Aaron Ramsdale,ENG,GK,Southampton,26.488137071539736,155497.2412806035,7490218.646339209
Alphonse Areola,FRA,GK,West Ham,28.002342500947865,147909.36238829297,7203886.035425472
Cody Gakpo,NED,FW,Liverpool,27.106189762507704,140617.37472340607,7502948.820689684
Dominik Szoboszlai,HUN,MF,Liverpool,22.71293138307783,151784.1492365678,7261916.079036709
John McGinn,SCO,"MF,FW",Aston Villa,30.48669285369322,150089.15514480157,7640399.990559693
Leon Bailey,JAM,"FW,MF",Aston Villa,23.70540568286618,136128.70508983426,7565966.144958379
Lucas Digne,FRA,DF,Aston Villa,29.4357465085143,139810.37177595243,7269146.927975529
Alexander Isak,SWE,FW,Newcastle Utd,24.096614146478025,150875.75206370317,6920532.139796894
Kieran Trippier,ENG,DF,Newcastle Utd,33.49378736444018,161104.74774137014,7877935.848253233
Sandro Tonali,ITA,MF,Newcastle Utd,24.99470138935645,141957.62531876523,7772254.6482155705
Tosin Adarabioyo,ENG,DF,Chelsea,26.696572169743167,133233.49719474386,8195194.459697354
Idrissa Gana Gueye,SEN,MF,Everton,34.827667217409164,153563.6462715185,7849817.503155689
Marco Asensio,ESP,MF,Aston Villa,29.6669037041205,157128.03375362934,8594904.897356104
James Ward-Prowse,ENG,MF,West Ham,28.900640787956053,143376.7428140443,7554246.021611326
Leny Yoro,,CB,Manchester Utd,18.276602513173053,127555.54910576365,7707740.337628556
Raheem Sterling,ENG,"FW,MF",Arsenal,28.73980889617531,133007.53449019356,7707118.216144381
Jorginho,ITA,MF,Arsenal,33.20796417317685,122548.03391473978,7095944.266082183
Kieran Tierney,SCO,"DF,FW",Arsenal,25.131270466486573,139757.0143745821,7639922.193107015
Dejan Kulusevski,SWE,"MF,FW",Tottenham,25.663735352257042,146458.5279513607,7180876.84652263
Joshua Zirkzee,NED,"FW,MF",Manchester Utd,23.14709979454767,135201.81099382223,6080218.73350726
Daichi Kamada,JPN,MF,Crystal Palace,27.482130273522454,137563.99216078265,6449275.628750303
Nikola Milenković,SRB,DF,Nott'ham Forest,24.840388440899847,130379.219851389,6525290.793832977
Ben Chilwell,ENG,DF,Crystal Palace,27.834002031337167,143742.92650680343,7459410.249967076
David Raya,ESP,GK,Arsenal,27.33800965312264,117450.19803997001,6241834.2159610735
Gabriel Magalhães,BRA,DF,Arsenal,24.160290446736735,121692.81262898457,6656497.421880656
Takehiro Tomiyasu,JPN,DF,Arsenal,23.657567382011948,131179.6425792126,5964838.566969847
Dean Henderson,ENG,GK,Crystal Palace,27.92969586337547,122704.60101711785,6289377.882621472
Eberechi Eze,ENG,"MF,FW",Crystal Palace,25.641477945846727,123052.03285611446,5916033.066067035
Edson Álvarez,MEX,MF,West Ham,26.646799755385413,117492.79637318826,6760979.671362079
Max Kilman,ENG,DF,West Ham,24.6886728936529,133222.78382642657,5949041.700813534
Diego Carlos,BRA,DF,Aston Villa,33.88581878349428,114715.18495788825,6442066.610335587
Ian Maatsen,NED,DF,Aston Villa,19.832371294424018,133398.51545039512,6239526.016696811
Pau Torres,ESP,DF,Aston Villa,29.564519567069677,123466.36739025156,6211025.444285541
Tyrone Mings,ENG,DF,Aston Villa,30.89609800551735,126615.61396595507,6042612.798242664
Matt Targett,ENG,DF,Newcastle Utd,27.927443229278584,130835.33568655535,6206092.909581905
Ederson,BRA,GK,Manchester City,27.05396166081383,111272.5698120256,6693369.020147168
Carney Chukwuemeka,ENG,CM,Chelsea,21.132849195531644,114835.57677582226,5809762.412580817
Levi Colwill,ENG,DF,Chelsea,19.8954101347009,114885.65556439548,5721635.593557887
Mykhailo Mudryk,UKR,FW,Chelsea,23.626945761549067,130227.55849030522,6938461.332601551
Nicolas Jackson,SEN,FW,Chelsea,23.213900941177926,125078.74015375503,6952280.062423033
Dominic Calvert-Lewin,ENG,FW,Everton,26.467051147875505,123060.66708877834,6828144.110309807
James Tarkowski,ENG,DF,Everton,30.42905220988719,125232.20952266642,6022596.917784791
Raúl Jiménez,MEX,FW,Fulham,33.236738302845474,126114.17232583207,5949003.575322976
Reiss Nelson,ENG,FW,Fulham,22.202689329063496,110989.55352804624,5887160.010299907
Emerson Palmieri,ITA,DF,West Ham,31.521828055715865,104816.82393543088,6434759.034455317
Jurriën Timber,NED,DF,Arsenal,23.463853938345423,100689.8783471299,5339232.584194495
Leandro Trossard,BEL,FW,Arsenal,26.10683402455539,117595.20176718275,5368117.356612942
Dominic Solanke,ENG,FW,Tottenham,25.190913749796355,110563.65921370557,6009397.610939537
Richarlison,BRA,FW,Tottenham,29.543178089098756,110468.71313068543,5229022.5212920755
Eddie Nketiah,ENG,"FW,MF",Crystal Palace,26.079886151319926,110436.87747927112,5962956.914492795
Aaron Wan-Bissaka,ENG,DF,West Ham,26.934557428341954,115702.75337560712,5394271.30771302
Mohammed Kudus,,AM,West Ham,22.923613603526093,120472.38600746247,5677651.5575896185
Niclas Füllkrug,GER,FW,West Ham,31.10346374437872,99185.16804004199,5217897.483761234
Tomáš Souček,CZE,MF,West Ham,29.86754390333344,110864.02546621565,6277860.2920259265
Gonçalo Guedes,POR,"MF,FW",Wolves,24.9390298584002,108457.75115058199,6208950.503073481
Pablo Sarabia,ESP,"MF,FW",Wolves,30.29002050313556,102431.1786612931,6162204.6205401765
Harry Winks,ENG,MF,Leicester City,26.043664221033456,110500.41816079187,5465837.158112021
Odsonne Édouard,FRA,FW,Leicester City,27.507832631620044,107822.86010709892,5850121.6953716725
Sven Botman,NED,DF,Newcastle Utd,24.59093175147388,113925.72794216016,5661045.986007696
Stefan Ortega,GER,GK,Manchester City,30.561166445430963,120849.30725557554,5836533.046238746
Benoît Badiashile,FRA,DF,Chelsea,25.27382003630794,108815.45713168447,6107258.707640785
Jack Harrison,ENG,FW,Everton,29.174615215570903,107982.14710495125,5391783.247609652
Joachim Andersen,DEN,DF,Fulham,29.969770141978817,104290.6810354795,5436618.891352129
Leander Dendoncker,BEL,DM,Aston Villa,30.419670837595287,122585.78971360052,5841167.044741831
Willian,BRA,"FW,MF",Fulham,36.876947398655,114522.08923475456,5553910.4021467855
Ferdi Kadioglu,TUR,"DF,MF",Brighton,25.073750147010415,108540.31630515675,5858540.794652391
Diogo Dalot,POR,DF,Manchester Utd,23.391334374206178,103077.63595803424,5690929.848863372
Rasmus Højlund,DEN,FW,Manchester Utd,20.766648192234914,103899.5846293344,5358888.501379914
Pedro Porro,ESP,DF,Tottenham,25.868365168175686,112374.98655757649,5260269.369179894
Radu Drăgușin,ROU,DF,Tottenham,20.987537990447898,105781.46935258344,5202804.988600266
Evanilson,BRA,FW,Bournemouth,22.529761270726063,105490.86399663844,5011175.626629166
Michail Antonio,JAM,FW,West Ham,33.41887779504598,107386.41968593342,5735857.888145588
Joe Gomez,ENG,DF,Liverpool,27.51695811812823,112634.55676453299,5901933.165057171
Mathys Tel,FRA,FW,Tottenham,18.17723799815226,106282.44694631948,5666705.658015178
Ben Davies,WAL,DF,Tottenham,29.222487539698502,101757.9788809467,4995594.657492586
Justin Kluivert,NED,"MF,FW",Bournemouth,22.761737268298482,88871.96762373635,5332427.188712293
Carlos Soler,ESP,"MF,FW",West Ham,26.3025256794299,105504.25516824581,5106463.45063805
Matty Cash,POL,DF,Aston Villa,25.330054787204826,93464.01606515821,4683684.546712565
Nélson Semedo,POR,DF,Wolves,30.429408854156783,101039.93094300252,5423357.266088679
Boubakary Soumaré,FRA,MF,Leicester City,27.141597193462864,103745.75807844916,5078061.285134528
Ricardo Pereira,POR,DF,Leicester City,27.23524699178267,94560.79128740783,5304258.033777263
Harvey Barnes,ENG,FW,Newcastle Utd,24.724562661853085,103774.73238329918,4731349.923627448
Joe Willock,ENG,"MF,FW",Newcastle Utd,22.882964756560426,96227.43847812772,5412757.375879767
Kiernan Dewsbury-Hall,ENG,"MF,FW",Chelsea,23.659915013446543,98632.24047545718,4617395.944373027
Kaoru Mitoma,JPN,"FW,MF",Brighton,26.725712229314052,96834.2826895311,4971159.162287172
Lewis Dunk,ENG,DF,Brighton,30.77863681161755,96656.62263039473,5476446.9115804
Michael Keane,ENG,DF,Everton,30.197554933978004,98887.96103848322,4746926.504138276
Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,21.53929354901774,106097.21488338905,5413842.118348105
Chris Wood,NZL,FW,Nott'ham Forest,31.09315932925144,100566.79052843836,4938865.799184652
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,23.973691517535755,103039.24458204642,5476260.874512505
Alex Iwobi,NGA,"FW,MF",Fulham,28.735066500976068,100040.06193201906,5433980.893683739
Ben Godfrey,ENG,DF,Ipswich Town,27.42857767632122,96612.32149864176,4993280.355233345
Tyrell Malacia,NED,DF,Manchester Utd,22.890296557815553,90864.67645470615,5004432.221688599
Archie Gray,,CM,Tottenham,17.378314453285846,88505.95178779747,5010907.859711526
Destiny Udogie,ITA,DF,Tottenham,19.818664152430213,90741.14349600209,4523895.9474855075
Fraser Forster,ENG,GK,Tottenham,32.993048194985256,92768.70812471703,4801851.68599287
Guglielmo Vicario,ITA,GK,Tottenham,25.846070787419762,98131.38287424865,5186536.850972569
Rodrigo Bentancur,URU,MF,Tottenham,26.283270143047197,83732.23966971859,4335106.368543503
Kepa Arrizabalaga,ESP,GK,Bournemouth,26.601193327783257,90469.7440822423,5077598.700495345
Guido Rodríguez,ARG,MF,West Ham,27.853170162119394,91831.9425062453,4705326.971898307
Kostas Tsimikas,GRE,DF,Liverpool,30.48108967599053,99062.38578095546,4376265.389985241
Emi Buendía,ARG,"MF,FW",Aston Villa,28.606434822084843,95697.566563951,4362852.885351467
Ezri Konsa,ENG,DF,Aston Villa,26.474501048738844,100592.43440237694,4558114.684205624
Jáder Durán,COL,FW,Aston Villa,19.775570762229584,96015.128150574,4872822.685360705
Morgan Rogers,ENG,"FW,MF",Aston Villa,23.60232609368443,83820.56868609402,4292365.152087731
Conor Coady,ENG,DF,Leicester City,30.557835040451277,86929.35536492353,4734761.659081159
Patson Daka,ZAM,"FW,MF",Leicester City,23.39327036961549,95837.94605272835,4688399.753835808
Wilfred Ndidi,NGA,MF,Leicester City,28.391791736679735,82716.45431657591,4620091.55049215
Georginio Rutter,FRA,"MF,FW",Brighton,22.864201194215802,99292.28625049979,4499577.6944630025
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,23.928021838904176,91243.59363321154,5067613.973288641
Jan Bednarek,POL,DF,Southampton,28.386860741449283,78547.10063481746,4337557.949537345
Joe Aribo,NGA,"MF,DF",Southampton,27.266056804577318,92528.40418937449,4019591.9028812046
Brennan Johnson,WAL,FW,Tottenham,22.005954053687915,92212.69318871462,4874410.656200179
Pape Matar Sarr,SEN,MF,Tottenham,22.06072489529809,80288.26432745397,4254404.605539098
Cheick Doucouré,MLI,MF,Crystal Palace,22.760939866866746,83624.62803520638,4839071.582996314
Ismaila Sarr,SEN,MF,Crystal Palace,23.884822968742778,91518.08287164615,4444719.53853526
Jefferson Lerma,COL,"MF,DF",Crystal Palace,30.543121715635316,81592.19706989075,4480698.042285042
Ryan Christie,SCO,MF,Bournemouth,26.725736180615378,90861.97389214553,4446342.436695095
Ibrahima Konaté,FRA,DF,Liverpool,26.380714848438437,80391.09868487756,4735405.802550478
Jacob Ramsey,ENG,"FW,MF",Aston Villa,23.25324267951801,80272.5208762261,4065235.1488863733
Hwang Hee-chan,KOR,"MF,FW",Wolves,29.48482262007921,80260.75968313556,4602097.271939327
Aaron Hickey,SCO,RB,Brentford,21.18088708295669,85255.88343914304,4333969.547513021
Issa Diop,FRA,DF,Fulham,24.849558651623497,87735.97488881185,4489091.009112657
Mason Holgate,ENG,"FW,DF",Everton,26.195764438330468,83626.1867577919,4431749.419045697
Jonny Evans,NIR,DF,Manchester Utd,39.39817422875952,86938.30291003092,3992517.4532677205
Maxwel Cornet,CIV,FW,Southampton,27.785638902953046,81942.92802477899,3910006.4140581656
Luis Sinisterra,COL,"FW,MF",Bournemouth,24.699806485654907,84091.95972265194,3753054.37944721
Łukasz Fabiański,POL,GK,West Ham,40.94940871450905,78716.28824480901,4082597.7555614607
Adama Traoré,ESP,"FW,MF",Fulham,27.818174456976408,80642.42565114131,4307117.067995743
Timothy Castagne,BEL,DF,Fulham,26.250268392949284,76488.61317546849,3839381.163636987
Nathaniel Phillips,ENG,CB,Liverpool,28.37147297175447,91243.52044229669,4095353.85959922
Saša Lukić,SRB,MF,Fulham,29.07528168009593,82699.4833958451,4360310.454643971
Giorgi Mamardashvili,GEO,,Liverpool,21.93470878986214,82824.17857768082,4429450.881480815
Nicolás González,ESP,MF,Manchester City,20.483546486721224,85944.71155912345,4449219.687247256
Adam Armstrong,ENG,"FW,MF",Southampton,25.481107416598867,69930.17917624048,4117879.6235953826
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,34.058396365391104,71975.85148756957,3967437.456735974
Lewis Cook,ENG,"MF,DF",Bournemouth,24.728353539306248,76101.76560532178,3949385.2352837166
Tyler Adams,USA,MF,Bournemouth,24.518303047746326,74337.73525683314,3492410.5288998554
Matheus Cunha,BRA,"MF,FW",Wolves,22.56563454622884,72814.70246038609,3867210.347406956
Jannik Vestergaard,DEN,DF,Leicester City,32.306204268001096,67667.08027556363,3531452.285849141
Miguel Almirón,PAR,FW,Newcastle Utd,30.849173294646832,71412.17079528894,3632969.81373819
Nick Pope,ENG,GK,Newcastle Utd,33.534437587874855,77696.15054643952,4017582.0124140317
Robert Sánchez,ESP,GK,Chelsea,24.983013646545253,71981.94384459135,4033479.3018482295
Danny Welbeck,ENG,FW,Brighton,34.787175372719865,77037.21587734953,3443934.5833210554
James Milner,ENG,MF,Brighton,37.84279636036516,70763.14345038797,3877450.3395693656
Mats Wieffer,NED,"MF,DF",Brighton,23.857018939117932,75056.65530967014,4175725.738094323
Emile Smith Rowe,ENG,MF,Fulham,22.003310723424665,76153.04324037848,3485495.5756760407
Manor Solomon,ISR,LW,Tottenham,22.829618427689255,85333.68537995014,4023936.2671197182
Jakub Kiwior,POL,DF,Arsenal,23.40950172277548,69591.37221317078,3329538.803698229
Vitaliy Mykolenko,UKR,DF,Everton,25.38204498925758,75499.46631396712,3443454.6449247827
Yves Bissouma,MLI,MF,Tottenham,27.164973581137318,63678.39921130881,3659564.820774481
Chris Richards,USA,DF,Crystal Palace,24.634473515311242,69210.28266539863,3458612.6059563514
Luis Díaz,COL,FW,Liverpool,28.15755354474194,73659.83887104267,3644341.1563125667
Boubacar Traoré,MLI,MF,Wolves,21.491646427011272,68990.73994023023,3257105.316039601
Dan Burn,ENG,DF,Newcastle Utd,29.332242341232917,70772.41924626037,3144472.519546029
Emil Krafth,SWE,DF,Newcastle Utd,30.20069224605419,72672.1117882424,3197058.4990314427
Ben Mee,ENG,DF,Brentford,31.96126356300484,60933.05102962,3306674.5013829255
Adam Webster,ENG,DF,Brighton,29.863284122562465,66355.98430705527,3200442.768231927
Séamus Coleman,IRL,DF,Everton,34.71406888651337,64413.096544432956,3566603.242884961
Sander Berge,NOR,MF,Fulham,26.810127032841173,69703.54151603351,3596929.152950073
Sergio Reguilón,ESP,DF,Tottenham,24.951806811417338,70834.39108625629,3060426.07948563
Marshall Munetsi,ZIM,"MF,FW",Wolves,29.11369936511022,66630.3939890102,3431039.1786563876
Jesper Lindstrøm,DEN,FW,Everton,26.309139550133057,65343.62186539596,3789131.373213954
Neto,BRA,GK,Arsenal,31.977520484681435,62217.560143081886,3482214.5306855645
Alejandro Garnacho,,LW,Manchester Utd,20.491748008928656,57716.335285834626,2876941.266489543
Djed Spence,ENG,DF,Tottenham,24.704921585897374,67016.86537048614,3323156.87416957
Micky van de Ven,NED,DF,Tottenham,24.478018404651596,61959.290942172025,3027331.012828433
Jean-Philippe Mateta,FRA,FW,Crystal Palace,27.49535208220592,66261.80895098121,3461066.5946656815
Marc Guéhi,ENG,DF,Crystal Palace,24.771221387850474,64822.74735407583,3133045.2400832004
Maxence Lacroix,FRA,DF,Crystal Palace,25.57859840552884,63277.5210919733,3295172.4971675435
Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,30.49538652318718,64949.21769626824,3180051.28580735
Trevoh Chalobah,ENG,DF,Crystal Palace,27.212982952894283,56886.03914756526,3256223.6101377932
Will Hughes,ENG,MF,Crystal Palace,27.81805320991331,62279.35074087332,2959295.407866902
Antoine Semenyo,GHA,FW,Bournemouth,25.492788255947854,56188.22402261555,3019076.12470389
David Brooks,WAL,"FW,MF",Bournemouth,29.547784278271738,65093.910925169155,3018081.376638411
Ilya Zabarnyi,,CB,Bournemouth,23.86938482694211,58234.721943160104,3175621.6136147827
Marcos Senesi,ARG,DF,Bournemouth,26.316989682208412,64248.4754683261,3234046.1347793653
Aaron Cresswell,ENG,DF,West Ham,35.67848810857351,66744.91217844875,2930537.7413986893
Konstantinos Mavropanos,GRE,DF,West Ham,25.878272569757396,55860.3956306937,2963596.500405438
Wataru Endo,JPN,"MF,DF",Liverpool,30.43507337500916,57315.64879953022,3229371.5861430997
Robin Olsen,SWE,GK,Aston Villa,37.31709219787208,56933.44889561153,3436909.83153893
Matt Doherty,IRL,DF,Wolves,35.09998766049106,56385.054191498995,3223691.798668354
Hamza Choudhury,BAN,"MF,DF",Leicester City,26.474323763137996,65393.10575568074,2928087.9717632006
Oliver Skipp,ENG,MF,Leicester City,22.01068596421547,65131.83655348381,2874131.290150237
Wout Faes,BEL,DF,Leicester City,24.35395947418883,55859.62981458184,3391039.1657529227
Odisseas Vlachodimos,GRE,GK,Newcastle Utd,28.918706788952285,57232.5917971006,3478888.1201320034
Sean Longstaff,ENG,MF,Newcastle Utd,25.544180906008336,62695.74357275504,3376621.6420937516
Valentino Livramento,ENG,DF,Newcastle Utd,20.166566514795157,63830.320257860745,2904482.539387859
Jeremy Doku,BEL,"FW,MF",Manchester City,21.7523049160109,62658.80933838251,3490171.3487689043
Oscar Bobb,,RW,Manchester City,19.530022168816355,65558.69494950531,3323763.2344132327
Igor Thiago,,CF,Brentford,22.202612258364535,65398.27980392492,3476842.4234440555
Mathias Jensen,DEN,MF,Brentford,27.47613796532344,59193.538877322775,3003205.5901558865
Filip Jørgensen,DEN,GK,Chelsea,24.08793612570784,66272.79419657895,3022712.7361336886
Marc Guiu,,CF,Chelsea,17.159386792800746,64030.057819530244,3125488.164164813
Noni Madueke,,RW,Chelsea,19.998478645916606,64728.836595236586,3358778.832654224
Brajan Gruda,,RW,Brighton,18.198078888732926,55378.903868403635,3275172.2057959726
João Pedro,BRA,"FW,MF",Brighton,19.941016312798013,59877.75360185045,3298761.3842362557
Joël Veltman,NED,DF,Brighton,31.686397304148976,62785.868099887426,3237180.2084116074
Matt O'Riley,DEN,MF,Brighton,24.701698132527948,64761.070737929884,3123483.598974971
Pervis Estupiñán,ECU,DF,Brighton,28.134942112583705,65638.29536111443,3176139.87657406
Solly March,ENG,"FW,MF",Brighton,30.061613498819572,66454.90866428509,3220671.875675221
Beto,GNB,FW,Everton,24.962078377268725,55816.05548866263,2987189.5761728147
Orel Mangala,BEL,MF,Everton,26.817528565025178,55377.58305160857,3453483.447497906
Neco Williams,WAL,DF,Nott'ham Forest,21.4138228117682,62357.19455544913,3271780.128244639
Ryan Yates,ENG,MF,Nott'ham Forest,26.145271898992462,55471.040455335606,3397496.151406397
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,25.975000811063016,58710.91678952134,3394063.0248163785
Andreas Pereira,BRA,MF,Fulham,28.107434099236887,67136.6143427106,3344178.807859744
Antonee Robinson,USA,DF,Fulham,24.144894833754435,60162.48634430125,3317323.0288649937
Harrison Reed,ENG,MF,Fulham,30.920934271254772,61810.21596700094,3402878.1433805893
Kenny Tete,NED,DF,Fulham,30.359121418710465,61748.34944362935,3307775.352545706
Callum Wilson,ENG,FW,Newcastle Utd,29.642759483949803,58268.21473972446,2652545.4272435186
Emmanuel Agbadou,CIV,DF,Wolves,29.09501655662513,65174.58268966554,3455197.7609173753
Tom Heaton,ENG,GK,Manchester Utd,34.9297451416976,57620.68767828841,3061360.713804844
Adam Lallana,ENG,MF,Southampton,38.28181498272117,57115.7988367707,2996118.9625522085
Jack Stephens,ENG,DF,Southampton,32.58903786705483,49593.75136853336,2676069.2355357762
Lesley Ugochukwu,FRA,MF,Southampton,18.6289028795523,55023.42245539482,2807645.5441321656
Daniel Muñoz,COL,DF,Crystal Palace,28.265871128556164,53996.581084998536,2870974.147899253
Rob Holding,ENG,DF,Crystal Palace,29.30328048866103,55448.50096275475,2879990.2681870675
Philip Billing,DEN,MF,Bournemouth,28.820854822331135,52353.98221686723,2684489.1697184606
Craig Dawson,ENG,DF,Wolves,30.663145952893665,52047.09414986509,2920269.389255703
Mario Lemina,GAB,"MF,DF",Wolves,32.09244304103348,60337.43659855127,3012908.301782676
Fabian Schär,SUI,DF,Newcastle Utd,34.181960533857016,50044.867326896616,2790286.255481215
Bryan Mbeumo,CMR,FW,Brentford,25.721100032382573,50036.99694378017,2673197.510504751
Malo Gusto,FRA,DF,Chelsea,22.829655401432408,52826.21141547994,2948724.0793419336
Roméo Lavia,,DM,Chelsea,18.027934354293706,55665.02686518002,2976975.6185807567
Igor,BRA,DF,Brighton,24.734664899859222,58465.23478950763,2815707.7099048267
Iliman Ndiaye,SEN,FW,Everton,22.072640206378924,54984.71925230947,2980414.532964531
Calvin Bassey,NGA,DF,Fulham,21.78469377398357,59110.01716863194,2955199.7580550527
Ryan Sessegnon,ENG,"FW,DF",Fulham,23.334163120136346,54642.96483641518,2854439.0831599245
Fabio Vieira,POR,AM,Arsenal,24.203275977287902,55424.17397497139,2945820.7629048643
Patrick Dorgu,,LB,Manchester Utd,21.3411424489742,54429.86490790668,2854452.7959882244
Axel Disasi,FRA,DF,Aston Villa,26.13545522907303,58222.891937820714,2519099.445356852
Vitor Reis,,CB,Manchester City,20.76466926848131,52720.44270288149,2580727.129848656
Alex McCarthy,ENG,GK,Southampton,37.03041766072064,44903.049617234916,2640554.9843138247
Cameron Archer,ENG,FW,Southampton,21.867977429131354,44475.42857955217,2623839.780933138
Kamaldeen Sulemana,GHA,"FW,MF",Southampton,22.093143687013818,48426.28479930708,2627365.9324421133
Ryan Fraser,SCO,"FW,DF",Southampton,31.82079411632633,52194.58902357304,2623125.7062314022
Yukinari Sugawara,JPN,"DF,MF",Southampton,25.875578245350866,46987.380705945914,2338322.5086340597
Matheus França,,AM,Crystal Palace,19.33759793998165,49105.018784095344,2360562.3518900443
Matt Turner,USA,GK,Crystal Palace,28.350448859633094,45293.78512171529,2504486.5876264
Tyrick Mitchell,ENG,DF,Crystal Palace,22.418458105227725,45502.83258756524,2414888.8570373347
Adam Smith,ENG,DF,Bournemouth,30.25189125540417,48713.94583288034,2536988.730786809
Alex Scott,ENG,MF,Bournemouth,18.866170679281346,52838.54388026257,2516645.2807459403
