match_id,home_team,away_team,home_goals,away_goals,attendance,stadium,referee,date
4485,Team D,Team H,4,4,73812,Stadium X,Ref C,2025-07-06 20:00:00
4486,Team C,Team H,1,3,66546,Stadium Z,Ref C,2025-07-06 21:00:00
4487,Team C,Team G,0,3,46695,Stadium X,Ref A,2025-07-06 22:00:00
4488,Team C,Team F,5,1,25861,Stadium X,Ref C,2025-07-06 23:00:00
4489,Team B,Team F,0,2,26669,Stadium Z,Ref C,2025-07-07 00:00:00
4490,Team A,Team G,1,1,26449,Stadium X,Ref A,2025-07-07 01:00:00
4491,Team C,Team E,1,2,26479,Stadium Z,Ref A,2025-07-07 02:00:00
4492,Team A,Team H,3,0,73583,Stadium X,Ref C,2025-07-07 03:00:00
4493,Team D,Team H,0,5,49212,Stadium Z,Ref C,2025-07-07 04:00:00
4494,Team C,Team F,5,0,19947,Stadium Z,Ref A,2025-07-07 05:00:00
4495,Team D,Team H,3,2,67898,Stadium X,Ref C,2025-07-07 06:00:00
4496,Team B,Team G,4,3,63754,Stadium Z,Ref B,2025-07-07 07:00:00
4497,Team A,Team E,2,5,77747,Stadium X,Ref C,2025-07-07 08:00:00
4498,Team C,Team E,0,5,40200,Stadium Z,Ref B,2025-07-07 09:00:00
4499,Team D,Team F,3,1,79704,Stadium X,Ref A,2025-07-07 10:00:00
4500,Team A,Team H,3,0,73126,Stadium Z,Ref B,2025-07-07 11:00:00
4501,Team C,Team E,2,1,22775,Stadium X,Ref C,2025-07-07 12:00:00
4502,Team C,Team F,1,3,69611,Stadium X,Ref C,2025-07-07 13:00:00
4503,Team C,Team F,3,1,19614,Stadium Z,Ref A,2025-07-07 14:00:00
4504,Team D,Team H,3,5,71536,Stadium Y,Ref A,2025-07-07 15:00:00
4505,Team D,Team H,2,1,76434,Stadium X,Ref A,2025-07-07 16:00:00
4506,Team C,Team H,5,1,46362,Stadium Z,Ref B,2025-07-07 17:00:00
4507,Team C,Team E,0,1,35452,Stadium Z,Ref A,2025-07-07 18:00:00
4508,Team A,Team E,1,2,42011,Stadium Y,Ref C,2025-07-07 19:00:00
4509,Team B,Team G,4,1,67164,Stadium X,Ref A,2025-07-07 20:00:00
4510,Team C,Team H,4,5,53139,Stadium Z,Ref A,2025-07-07 21:00:00
4511,Team B,Team G,0,5,63694,Stadium X,Ref B,2025-07-07 22:00:00
4512,Team B,Team G,0,5,57014,Stadium Y,Ref B,2025-07-07 23:00:00
4513,Team C,Team H,1,2,25407,Stadium Y,Ref C,2025-07-08 00:00:00
4514,Team A,Team G,0,1,44853,Stadium X,Ref C,2025-07-08 01:00:00
4515,Team D,Team E,4,1,20009,Stadium Y,Ref C,2025-07-08 02:00:00
4516,Team C,Team E,3,5,19579,Stadium Z,Ref A,2025-07-08 03:00:00
4517,Team C,Team F,2,0,36269,Stadium X,Ref B,2025-07-08 04:00:00
4518,Team D,Team F,5,2,60155,Stadium Z,Ref B,2025-07-08 05:00:00
4519,Team B,Team H,0,0,49155,Stadium Y,Ref B,2025-07-08 06:00:00
4520,Team B,Team F,0,1,72123,Stadium Z,Ref C,2025-07-08 07:00:00
4521,Team D,Team H,4,0,34934,Stadium X,Ref B,2025-07-08 08:00:00
4522,Team C,Team E,4,4,55403,Stadium Z,Ref A,2025-07-08 09:00:00
4523,Team C,Team E,3,2,62141,Stadium Z,Ref A,2025-07-08 10:00:00
4524,Team A,Team G,3,3,30884,Stadium X,Ref B,2025-07-08 11:00:00
4525,Team C,Team E,3,1,57733,Stadium Z,Ref A,2025-07-08 12:00:00
4526,Team B,Team H,0,2,27240,Stadium X,Ref A,2025-07-08 13:00:00
4527,Team B,Team E,5,3,68188,Stadium X,Ref C,2025-07-08 14:00:00
4528,Team D,Team E,0,0,24072,Stadium Y,Ref C,2025-07-08 15:00:00
4529,Team C,Team E,3,1,39367,Stadium X,Ref A,2025-07-08 16:00:00
4530,Team D,Team H,2,5,40487,Stadium X,Ref B,2025-07-08 17:00:00
4531,Team B,Team F,3,5,58007,Stadium X,Ref B,2025-07-08 18:00:00
4532,Team A,Team G,3,0,45036,Stadium Y,Ref A,2025-07-08 19:00:00
4533,Team D,Team F,1,3,12464,Stadium Z,Ref A,2025-07-08 20:00:00
4534,Team A,Team H,3,5,71469,Stadium Z,Ref C,2025-07-08 21:00:00
4535,Team D,Team E,0,3,26483,Stadium Z,Ref A,2025-07-08 22:00:00
4536,Team D,Team E,3,4,52360,Stadium Y,Ref C,2025-07-08 23:00:00
4537,Team B,Team G,0,2,61192,Stadium Y,Ref C,2025-07-09 00:00:00
4538,Team B,Team H,0,0,45348,Stadium X,Ref A,2025-07-09 01:00:00
4539,Team A,Team E,4,4,49902,Stadium Z,Ref C,2025-07-09 02:00:00
4540,Team A,Team H,2,1,24786,Stadium Y,Ref B,2025-07-09 03:00:00
4541,Team D,Team H,1,5,15162,Stadium Y,Ref B,2025-07-09 04:00:00
4542,Team D,Team E,3,0,34567,Stadium X,Ref A,2025-07-09 05:00:00
4543,Team C,Team E,5,1,71871,Stadium X,Ref C,2025-07-09 06:00:00
4544,Team C,Team F,5,4,41849,Stadium Z,Ref C,2025-07-09 07:00:00
4545,Team C,Team H,1,2,13102,Stadium Y,Ref A,2025-07-09 08:00:00
4546,Team C,Team H,1,5,35188,Stadium Z,Ref B,2025-07-09 09:00:00
4547,Team B,Team H,0,5,11446,Stadium Z,Ref A,2025-07-09 10:00:00
4548,Team B,Team F,2,3,61404,Stadium X,Ref B,2025-07-09 11:00:00
4549,Team D,Team H,0,1,16385,Stadium X,Ref B,2025-07-09 12:00:00
4550,Team A,Team H,2,2,68873,Stadium Z,Ref A,2025-07-09 13:00:00
4551,Team C,Team E,2,4,62333,Stadium X,Ref C,2025-07-09 14:00:00
4552,Team B,Team E,3,2,47226,Stadium X,Ref B,2025-07-09 15:00:00
4553,Team C,Team H,4,4,31839,Stadium X,Ref C,2025-07-09 16:00:00
4554,Team C,Team F,4,2,69765,Stadium Z,Ref A,2025-07-09 17:00:00
4555,Team D,Team G,1,0,32418,Stadium Z,Ref B,2025-07-09 18:00:00
4556,Team B,Team H,2,2,52461,Stadium X,Ref B,2025-07-09 19:00:00
4557,Team D,Team H,0,3,59566,Stadium X,Ref A,2025-07-09 20:00:00
4558,Team C,Team E,4,2,31846,Stadium Y,Ref B,2025-07-09 21:00:00
4559,Team C,Team G,4,3,48921,Stadium X,Ref A,2025-07-09 22:00:00
4560,Team A,Team E,4,1,63997,Stadium X,Ref C,2025-07-09 23:00:00
4561,Team B,Team G,5,2,14366,Stadium Z,Ref B,2025-07-10 00:00:00
4562,Team B,Team G,5,4,22298,Stadium X,Ref C,2025-07-10 01:00:00
4563,Team C,Team H,1,5,58582,Stadium X,Ref B,2025-07-10 02:00:00
4564,Team B,Team E,3,3,55270,Stadium Y,Ref A,2025-07-10 03:00:00
4565,Team B,Team F,2,5,61316,Stadium Y,Ref C,2025-07-10 04:00:00
4566,Team A,Team G,4,2,59117,Stadium Y,Ref A,2025-07-10 05:00:00
4567,Team B,Team E,5,4,14773,Stadium Y,Ref C,2025-07-10 06:00:00
4568,Team B,Team H,2,4,37434,Stadium Y,Ref C,2025-07-10 07:00:00
4569,Team D,Team G,3,2,38495,Stadium Y,Ref B,2025-07-10 08:00:00
4570,Team B,Team G,0,1,43486,Stadium Y,Ref A,2025-07-10 09:00:00
4571,Team A,Team F,1,0,57170,Stadium X,Ref B,2025-07-10 10:00:00
4572,Team B,Team E,2,4,53050,Stadium Z,Ref C,2025-07-10 11:00:00
4573,Team C,Team F,3,3,26447,Stadium X,Ref C,2025-07-10 12:00:00
4574,Team A,Team H,5,5,44748,Stadium Z,Ref B,2025-07-10 13:00:00
4575,Team C,Team G,3,4,54103,Stadium Z,Ref C,2025-07-10 14:00:00
4576,Team A,Team G,0,5,71448,Stadium Y,Ref B,2025-07-10 15:00:00
4577,Team D,Team H,4,2,20680,Stadium Y,Ref A,2025-07-10 16:00:00
4578,Team A,Team G,5,1,36801,Stadium X,Ref A,2025-07-10 17:00:00
4579,Team C,Team F,1,0,41349,Stadium Z,Ref C,2025-07-10 18:00:00
4580,Team A,Team F,0,3,54856,Stadium X,Ref B,2025-07-10 19:00:00
4581,Team B,Team E,2,0,47611,Stadium Z,Ref A,2025-07-10 20:00:00
4582,Team A,Team E,2,1,79194,Stadium Y,Ref B,2025-07-10 21:00:00
4583,Team A,Team H,2,4,20419,Stadium Z,Ref C,2025-07-10 22:00:00
4584,Team B,Team H,4,5,42889,Stadium X,Ref A,2025-07-10 23:00:00
4585,Team B,Team H,5,2,43398,Stadium Y,Ref B,2025-07-11 00:00:00
4586,Team D,Team E,4,2,55946,Stadium Y,Ref A,2025-07-11 01:00:00
4587,Team B,Team H,5,4,70357,Stadium X,Ref B,2025-07-11 02:00:00
4588,Team C,Team G,0,3,27870,Stadium X,Ref B,2025-07-11 03:00:00
4589,Team C,Team H,1,0,51157,Stadium X,Ref A,2025-07-11 04:00:00
4590,Team B,Team G,4,2,55444,Stadium Y,Ref C,2025-07-11 05:00:00
4591,Team C,Team H,0,4,43354,Stadium Z,Ref C,2025-07-11 06:00:00
4592,Team C,Team H,5,5,61348,Stadium Z,Ref A,2025-07-11 07:00:00
4593,Team C,Team G,1,0,73775,Stadium Y,Ref C,2025-07-11 08:00:00
4594,Team B,Team E,1,0,34015,Stadium Z,Ref B,2025-07-11 09:00:00
4595,Team D,Team G,3,4,71774,Stadium Y,Ref C,2025-07-11 10:00:00
4596,Team A,Team G,1,5,46198,Stadium Y,Ref B,2025-07-11 11:00:00
4597,Team D,Team G,4,2,67124,Stadium Y,Ref A,2025-07-11 12:00:00
4598,Team B,Team G,1,2,72626,Stadium X,Ref A,2025-07-11 13:00:00
4599,Team A,Team H,0,1,54326,Stadium Z,Ref C,2025-07-11 14:00:00
4600,Team B,Team F,0,4,58673,Stadium Z,Ref C,2025-07-11 15:00:00
4601,Team A,Team G,1,0,74940,Stadium Z,Ref A,2025-07-11 16:00:00
4602,Team C,Team F,5,4,33836,Stadium Z,Ref B,2025-07-11 17:00:00
4603,Team A,Team G,3,1,54308,Stadium Z,Ref B,2025-07-11 18:00:00
4604,Team A,Team H,1,4,56028,Stadium Z,Ref C,2025-07-11 19:00:00
4605,Team A,Team F,4,0,18963,Stadium X,Ref A,2025-07-11 20:00:00
4606,Team D,Team F,1,5,23942,Stadium Y,Ref B,2025-07-11 21:00:00
4607,Team A,Team H,1,5,71603,Stadium Z,Ref A,2025-07-11 22:00:00
4608,Team C,Team E,2,3,56618,Stadium Z,Ref B,2025-07-11 23:00:00
4609,Team D,Team G,2,5,17130,Stadium Y,Ref C,2025-07-12 00:00:00
4610,Team A,Team H,1,4,65964,Stadium X,Ref B,2025-07-12 01:00:00
4611,Team C,Team H,0,5,44909,Stadium Z,Ref A,2025-07-12 02:00:00
4612,Team A,Team F,5,5,35275,Stadium Z,Ref C,2025-07-12 03:00:00
4613,Team B,Team G,2,4,48485,Stadium Y,Ref C,2025-07-12 04:00:00
4614,Team C,Team F,4,4,64859,Stadium X,Ref A,2025-07-12 05:00:00
4615,Team C,Team F,0,4,57067,Stadium Y,Ref A,2025-07-12 06:00:00
4616,Team D,Team H,0,5,55554,Stadium Z,Ref A,2025-07-12 07:00:00
4617,Team C,Team E,3,0,53029,Stadium X,Ref C,2025-07-12 08:00:00
4618,Team A,Team E,2,0,14390,Stadium Y,Ref C,2025-07-12 09:00:00
4619,Team B,Team E,4,3,62290,Stadium X,Ref A,2025-07-12 10:00:00
4620,Team A,Team F,3,1,49697,Stadium X,Ref A,2025-07-12 11:00:00
4621,Team A,Team E,1,4,63452,Stadium Z,Ref C,2025-07-12 12:00:00
4622,Team A,Team E,2,4,17798,Stadium X,Ref B,2025-07-12 13:00:00
4623,Team C,Team E,3,5,40447,Stadium Z,Ref C,2025-07-12 14:00:00
4624,Team A,Team F,5,2,15688,Stadium X,Ref C,2025-07-12 15:00:00
4625,Team B,Team G,4,2,79310,Stadium Z,Ref A,2025-07-12 16:00:00
4626,Team B,Team F,0,2,27139,Stadium X,Ref B,2025-07-12 17:00:00
4627,Team B,Team G,0,1,56619,Stadium X,Ref C,2025-07-12 18:00:00
4628,Team B,Team H,3,1,29660,Stadium Y,Ref B,2025-07-12 19:00:00
4629,Team A,Team F,3,5,16026,Stadium Z,Ref B,2025-07-12 20:00:00
4630,Team B,Team E,5,3,72447,Stadium X,Ref A,2025-07-12 21:00:00
4631,Team A,Team G,1,5,21379,Stadium Y,Ref A,2025-07-12 22:00:00
4632,Team C,Team F,2,1,22023,Stadium Y,Ref B,2025-07-12 23:00:00
4633,Team B,Team H,5,2,17131,Stadium Y,Ref A,2025-07-13 00:00:00
4634,Team C,Team G,1,2,13726,Stadium X,Ref A,2025-07-13 01:00:00
4635,Team C,Team G,3,1,16831,Stadium Z,Ref A,2025-07-13 02:00:00
4636,Team B,Team G,1,1,18360,Stadium Z,Ref C,2025-07-13 03:00:00
4637,Team A,Team H,2,5,49138,Stadium Y,Ref B,2025-07-13 04:00:00
4638,Team A,Team G,3,4,63296,Stadium Y,Ref C,2025-07-13 05:00:00
4639,Team B,Team E,0,3,43793,Stadium Z,Ref C,2025-07-13 06:00:00
4640,Team A,Team E,2,5,65629,Stadium X,Ref B,2025-07-13 07:00:00
4641,Team D,Team H,1,3,47640,Stadium X,Ref C,2025-07-13 08:00:00
4642,Team C,Team F,0,0,58246,Stadium X,Ref A,2025-07-13 09:00:00
4643,Team C,Team G,1,1,27286,Stadium X,Ref B,2025-07-13 10:00:00
4644,Team A,Team H,4,2,52494,Stadium Z,Ref A,2025-07-13 11:00:00
4645,Team D,Team F,2,4,42527,Stadium X,Ref C,2025-07-13 12:00:00
4646,Team B,Team H,4,1,24184,Stadium X,Ref B,2025-07-13 13:00:00
4647,Team A,Team F,0,0,13620,Stadium Z,Ref C,2025-07-13 14:00:00
4648,Team C,Team H,1,5,12176,Stadium Z,Ref A,2025-07-13 15:00:00
4649,Team A,Team G,0,1,46223,Stadium Z,Ref C,2025-07-13 16:00:00
4650,Team C,Team H,2,5,78310,Stadium Z,Ref B,2025-07-13 17:00:00
4651,Team B,Team E,3,0,63752,Stadium X,Ref B,2025-07-13 18:00:00
4652,Team C,Team F,3,4,40685,Stadium Y,Ref B,2025-07-13 19:00:00
4653,Team A,Team E,0,2,12991,Stadium Y,Ref C,2025-07-13 20:00:00
4654,Team C,Team H,0,3,20378,Stadium Z,Ref A,2025-07-13 21:00:00
4655,Team B,Team E,1,4,42319,Stadium Z,Ref C,2025-07-13 22:00:00
4656,Team D,Team G,0,0,72964,Stadium Y,Ref B,2025-07-13 23:00:00
4657,Team A,Team E,5,3,77784,Stadium Z,Ref A,2025-07-14 00:00:00
4658,Team A,Team F,3,4,78617,Stadium X,Ref C,2025-07-14 01:00:00
4659,Team A,Team H,0,1,64466,Stadium X,Ref C,2025-07-14 02:00:00
4660,Team A,Team F,5,2,72820,Stadium Z,Ref A,2025-07-14 03:00:00
4661,Team B,Team F,3,2,16778,Stadium Z,Ref A,2025-07-14 04:00:00
4662,Team B,Team E,4,0,75145,Stadium Z,Ref B,2025-07-14 05:00:00
4663,Team B,Team H,5,2,51828,Stadium Z,Ref C,2025-07-14 06:00:00
4664,Team D,Team H,2,1,55029,Stadium Z,Ref C,2025-07-14 07:00:00
4665,Team C,Team G,4,0,28221,Stadium Y,Ref A,2025-07-14 08:00:00
4666,Team D,Team E,3,2,62886,Stadium Y,Ref A,2025-07-14 09:00:00
4667,Team B,Team H,0,5,25291,Stadium Z,Ref A,2025-07-14 10:00:00
4668,Team C,Team F,1,5,17739,Stadium Y,Ref B,2025-07-14 11:00:00
4669,Team A,Team F,1,4,45955,Stadium Y,Ref C,2025-07-14 12:00:00
4670,Team A,Team H,2,4,17249,Stadium Z,Ref C,2025-07-14 13:00:00
4671,Team C,Team F,3,1,61745,Stadium Y,Ref C,2025-07-14 14:00:00
4672,Team C,Team G,2,0,10628,Stadium X,Ref B,2025-07-14 15:00:00
4673,Team C,Team E,3,5,30082,Stadium X,Ref B,2025-07-14 16:00:00
4674,Team D,Team G,3,5,13656,Stadium X,Ref B,2025-07-14 17:00:00
4675,Team B,Team H,0,4,10270,Stadium X,Ref C,2025-07-14 18:00:00
4676,Team C,Team F,4,5,63411,Stadium X,Ref B,2025-07-14 19:00:00
4677,Team D,Team H,1,3,53949,Stadium X,Ref A,2025-07-14 20:00:00
4678,Team C,Team E,3,2,35223,Stadium Y,Ref A,2025-07-14 21:00:00
4679,Team C,Team E,5,2,59534,Stadium Y,Ref C,2025-07-14 22:00:00
4680,Team A,Team F,0,3,67468,Stadium X,Ref A,2025-07-14 23:00:00
4681,Team A,Team E,5,3,53154,Stadium X,Ref A,2025-07-15 00:00:00
4682,Team D,Team F,2,2,51721,Stadium Z,Ref A,2025-07-15 01:00:00
4683,Team D,Team G,3,5,32879,Stadium Y,Ref B,2025-07-15 02:00:00
4684,Team B,Team H,4,0,32435,Stadium Y,Ref B,2025-07-15 03:00:00
4685,Team B,Team F,1,2,30213,Stadium Z,Ref C,2025-07-15 04:00:00
4686,Team C,Team H,2,5,27903,Stadium X,Ref C,2025-07-15 05:00:00
4687,Team A,Team G,0,3,31089,Stadium X,Ref B,2025-07-15 06:00:00
4688,Team B,Team F,1,0,20385,Stadium X,Ref C,2025-07-15 07:00:00
4689,Team D,Team G,3,5,66230,Stadium Z,Ref C,2025-07-15 08:00:00
4690,Team D,Team F,2,4,35434,Stadium Z,Ref A,2025-07-15 09:00:00
4691,Team D,Team E,5,0,64883,Stadium Z,Ref A,2025-07-15 10:00:00
4692,Team A,Team E,1,1,15060,Stadium X,Ref C,2025-07-15 11:00:00
4693,Team A,Team F,2,3,17740,Stadium Z,Ref C,2025-07-15 12:00:00
4694,Team B,Team F,1,5,71556,Stadium X,Ref B,2025-07-15 13:00:00
4695,Team C,Team G,2,0,44854,Stadium X,Ref B,2025-07-15 14:00:00
4696,Team A,Team G,2,2,61337,Stadium Y,Ref C,2025-07-15 15:00:00
4697,Team B,Team E,1,1,34566,Stadium X,Ref C,2025-07-15 16:00:00
4698,Team D,Team E,5,3,17026,Stadium Y,Ref B,2025-07-15 17:00:00
4699,Team C,Team F,1,3,18886,Stadium Z,Ref A,2025-07-15 18:00:00
4700,Team D,Team G,1,3,51628,Stadium Z,Ref A,2025-07-15 19:00:00
4701,Team D,Team G,5,4,39759,Stadium Z,Ref B,2025-07-15 20:00:00
4702,Team A,Team G,2,5,54844,Stadium Y,Ref A,2025-07-15 21:00:00
4703,Team A,Team F,3,2,19765,Stadium Y,Ref B,2025-07-15 22:00:00
4704,Team D,Team E,0,0,50725,Stadium Y,Ref C,2025-07-15 23:00:00
4705,Team B,Team E,1,3,79806,Stadium Y,Ref B,2025-07-16 00:00:00
4706,Team B,Team E,4,5,26661,Stadium Y,Ref B,2025-07-16 01:00:00
4707,Team D,Team H,0,1,17751,Stadium Z,Ref C,2025-07-16 02:00:00
4708,Team B,Team H,5,5,51856,Stadium Z,Ref C,2025-07-16 03:00:00
4709,Team B,Team F,5,5,59493,Stadium Y,Ref B,2025-07-16 04:00:00
4710,Team D,Team H,2,4,25112,Stadium Y,Ref B,2025-07-16 05:00:00
4711,Team A,Team G,2,1,59112,Stadium Z,Ref C,2025-07-16 06:00:00
4712,Team C,Team F,5,3,23118,Stadium Y,Ref B,2025-07-16 07:00:00
4713,Team C,Team G,2,5,61978,Stadium Z,Ref B,2025-07-16 08:00:00
4714,Team A,Team F,4,5,57532,Stadium X,Ref B,2025-07-16 09:00:00
4715,Team B,Team F,4,2,17569,Stadium X,Ref B,2025-07-16 10:00:00
4716,Team A,Team F,5,5,54981,Stadium Y,Ref A,2025-07-16 11:00:00
4717,Team C,Team E,4,2,15795,Stadium Y,Ref A,2025-07-16 12:00:00
4718,Team A,Team G,5,3,34446,Stadium Y,Ref A,2025-07-16 13:00:00
4719,Team D,Team H,0,2,44838,Stadium X,Ref A,2025-07-16 14:00:00
4720,Team A,Team F,3,5,34684,Stadium X,Ref C,2025-07-16 15:00:00
4721,Team C,Team G,5,2,53643,Stadium Y,Ref A,2025-07-16 16:00:00
4722,Team D,Team F,5,2,42089,Stadium X,Ref B,2025-07-16 17:00:00
4723,Team C,Team F,1,2,51698,Stadium X,Ref B,2025-07-16 18:00:00
4724,Team C,Team E,5,4,37598,Stadium Y,Ref B,2025-07-16 19:00:00
4725,Team C,Team E,1,0,25630,Stadium Z,Ref C,2025-07-16 20:00:00
4726,Team C,Team G,2,3,39887,Stadium Z,Ref B,2025-07-16 21:00:00
4727,Team B,Team H,4,3,31970,Stadium Y,Ref B,2025-07-16 22:00:00
4728,Team A,Team G,1,1,73007,Stadium X,Ref B,2025-07-16 23:00:00
4729,Team C,Team F,5,2,45322,Stadium Z,Ref B,2025-07-17 00:00:00
4730,Team D,Team E,2,0,37192,Stadium Y,Ref A,2025-07-17 01:00:00
4731,Team B,Team E,2,2,35892,Stadium Z,Ref B,2025-07-17 02:00:00
4732,Team D,Team G,3,0,48663,Stadium X,Ref C,2025-07-17 03:00:00
4733,Team A,Team H,2,0,55058,Stadium X,Ref A,2025-07-17 04:00:00
4734,Team D,Team H,0,3,59464,Stadium X,Ref B,2025-07-17 05:00:00
4735,Team C,Team G,3,2,42518,Stadium Z,Ref C,2025-07-17 06:00:00
4736,Team D,Team E,5,3,77085,Stadium X,Ref C,2025-07-17 07:00:00
4737,Team C,Team G,5,3,26473,Stadium Z,Ref C,2025-07-17 08:00:00
4738,Team D,Team E,2,0,78671,Stadium Y,Ref B,2025-07-17 09:00:00
4739,Team B,Team E,4,3,56343,Stadium Y,Ref C,2025-07-17 10:00:00
4740,Team A,Team H,1,4,45392,Stadium Z,Ref B,2025-07-17 11:00:00
4741,Team C,Team F,0,1,34967,Stadium Z,Ref A,2025-07-17 12:00:00
4742,Team C,Team F,2,3,33464,Stadium Z,Ref B,2025-07-17 13:00:00
4743,Team B,Team E,3,3,39372,Stadium X,Ref A,2025-07-17 14:00:00
4744,Team C,Team G,2,1,38793,Stadium X,Ref C,2025-07-17 15:00:00
4745,Team B,Team H,2,2,73937,Stadium X,Ref B,2025-07-17 16:00:00
4746,Team D,Team F,0,3,26402,Stadium X,Ref B,2025-07-17 17:00:00
4747,Team A,Team G,5,0,58655,Stadium X,Ref B,2025-07-17 18:00:00
4748,Team B,Team H,1,4,67099,Stadium Y,Ref B,2025-07-17 19:00:00
4749,Team D,Team F,3,3,16614,Stadium X,Ref B,2025-07-17 20:00:00
4750,Team D,Team F,4,0,14031,Stadium Z,Ref A,2025-07-17 21:00:00
4751,Team A,Team H,5,2,21543,Stadium Y,Ref A,2025-07-17 22:00:00
4752,Team A,Team H,2,2,18751,Stadium X,Ref A,2025-07-17 23:00:00
4753,Team C,Team H,0,1,49837,Stadium Y,Ref B,2025-07-18 00:00:00
4754,Team B,Team G,0,3,13206,Stadium Z,Ref C,2025-07-18 01:00:00
4755,Team D,Team G,0,3,26981,Stadium Z,Ref C,2025-07-18 02:00:00
4756,Team D,Team H,5,0,30662,Stadium X,Ref C,2025-07-18 03:00:00
4757,Team D,Team E,2,1,65998,Stadium Z,Ref B,2025-07-18 04:00:00
4758,Team D,Team H,2,2,19059,Stadium X,Ref B,2025-07-18 05:00:00
4759,Team A,Team E,0,0,17180,Stadium Y,Ref B,2025-07-18 06:00:00
4760,Team C,Team F,3,3,42755,Stadium Z,Ref B,2025-07-18 07:00:00
4761,Team C,Team F,2,2,41816,Stadium Z,Ref A,2025-07-18 08:00:00
4762,Team A,Team E,0,2,70538,Stadium Y,Ref A,2025-07-18 09:00:00
4763,Team D,Team G,2,5,28728,Stadium Z,Ref C,2025-07-18 10:00:00
4764,Team D,Team G,2,0,73656,Stadium Y,Ref A,2025-07-18 11:00:00
4765,Team C,Team G,0,0,23728,Stadium Z,Ref C,2025-07-18 12:00:00
4766,Team A,Team G,4,2,47959,Stadium X,Ref B,2025-07-18 13:00:00
4767,Team B,Team F,1,2,43830,Stadium Y,Ref C,2025-07-18 14:00:00
4768,Team A,Team E,4,1,62109,Stadium X,Ref B,2025-07-18 15:00:00
4769,Team C,Team H,3,4,46921,Stadium Y,Ref B,2025-07-18 16:00:00
4770,Team C,Team G,1,4,50476,Stadium Y,Ref A,2025-07-18 17:00:00
4771,Team B,Team H,5,4,44290,Stadium Z,Ref B,2025-07-18 18:00:00
4772,Team A,Team G,2,5,72364,Stadium Y,Ref A,2025-07-18 19:00:00
4773,Team C,Team E,5,5,10369,Stadium Y,Ref C,2025-07-18 20:00:00
4774,Team B,Team E,4,1,58326,Stadium Z,Ref B,2025-07-18 21:00:00
4775,Team D,Team E,0,3,38494,Stadium X,Ref C,2025-07-18 22:00:00
4776,Team A,Team E,0,5,17210,Stadium Z,Ref B,2025-07-18 23:00:00
4777,Team B,Team E,1,1,71575,Stadium Z,Ref B,2025-07-19 00:00:00
4778,Team D,Team G,4,3,61430,Stadium X,Ref C,2025-07-19 01:00:00
4779,Team B,Team F,4,0,16679,Stadium Z,Ref C,2025-07-19 02:00:00
4780,Team D,Team E,0,2,74982,Stadium Y,Ref B,2025-07-19 03:00:00
4781,Team C,Team E,4,1,31932,Stadium Z,Ref B,2025-07-19 04:00:00
4782,Team B,Team F,3,1,78175,Stadium X,Ref C,2025-07-19 05:00:00
4783,Team D,Team H,5,3,22678,Stadium Z,Ref C,2025-07-19 06:00:00
4784,Team A,Team E,3,5,37339,Stadium Z,Ref A,2025-07-19 07:00:00
4785,Team C,Team H,2,2,18318,Stadium Z,Ref C,2025-07-19 08:00:00
4786,Team D,Team F,4,2,23761,Stadium Z,Ref C,2025-07-19 09:00:00
4787,Team D,Team F,4,1,61373,Stadium Z,Ref A,2025-07-19 10:00:00
4788,Team D,Team G,2,1,18548,Stadium X,Ref A,2025-07-19 11:00:00
4789,Team D,Team E,1,0,75007,Stadium X,Ref A,2025-07-19 12:00:00
4790,Team B,Team F,5,3,14260,Stadium Y,Ref A,2025-07-19 13:00:00
4791,Team A,Team G,3,5,67058,Stadium X,Ref C,2025-07-19 14:00:00
4792,Team A,Team E,0,5,48177,Stadium X,Ref A,2025-07-19 15:00:00
4793,Team A,Team G,4,3,12897,Stadium Y,Ref A,2025-07-19 16:00:00
4794,Team A,Team E,3,3,65623,Stadium X,Ref A,2025-07-19 17:00:00
4795,Team B,Team G,1,4,38548,Stadium Z,Ref A,2025-07-19 18:00:00
4796,Team C,Team E,2,2,46042,Stadium X,Ref C,2025-07-19 19:00:00
4797,Team B,Team H,2,3,31069,Stadium Y,Ref A,2025-07-19 20:00:00
4798,Team B,Team G,2,4,61930,Stadium Y,Ref A,2025-07-19 21:00:00
4799,Team C,Team E,4,3,12883,Stadium X,Ref A,2025-07-19 22:00:00
4800,Team B,Team F,3,4,42216,Stadium Z,Ref A,2025-07-19 23:00:00
4801,Team A,Team F,4,5,32322,Stadium X,Ref C,2025-07-20 00:00:00
4802,Team B,Team E,0,0,23384,Stadium Y,Ref B,2025-07-20 01:00:00
4803,Team B,Team H,3,4,37692,Stadium Z,Ref B,2025-07-20 02:00:00
4804,Team A,Team G,1,0,72367,Stadium Z,Ref C,2025-07-20 03:00:00
4805,Team B,Team F,2,2,75547,Stadium X,Ref B,2025-07-20 04:00:00
4806,Team B,Team H,5,2,31011,Stadium Z,Ref B,2025-07-20 05:00:00
4807,Team C,Team F,0,4,36842,Stadium X,Ref C,2025-07-20 06:00:00
4808,Team C,Team H,4,1,73395,Stadium Y,Ref C,2025-07-20 07:00:00
4809,Team D,Team G,3,0,71807,Stadium X,Ref B,2025-07-20 08:00:00
4810,Team D,Team H,0,5,34870,Stadium Z,Ref B,2025-07-20 09:00:00
4811,Team C,Team G,1,1,74914,Stadium X,Ref C,2025-07-20 10:00:00
